tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr15603,44, Private, 153489, HS-grad, 9, Never-married, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr15604,57, State-gov, 254949, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15605,31, Private, 118149, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr15606,18, Private, 267965, 11th, 7, Never-married, Sales, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
tr15607,43, Private, 50646, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, <=50K
tr15608,33, Private, 147700, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, United-States, <=50K
tr15609,18, Private, 446771, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 25, United-States, <=50K
tr15610,47, Private, 168262, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15611,53, Private, 117058, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr15612,59, Self-emp-not-inc, 140957, Assoc-voc, 11, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 35, United-States, >50K
tr15613,35, Private, 186126, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, ?, <=50K
tr15614,49, Private, 268234, 10th, 6, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15615,26, Private, 485117, Assoc-acdm, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15616,25, Private, 31350, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 60, England, <=50K
tr15617,36, State-gov, 210830, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 30, United-States, <=50K
tr15618,29, Private, 196420, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
tr15619,52, Private, 172165, 10th, 6, Divorced, Other-service, Other-relative, White, Female, 0, 0, 25, United-States, <=50K
tr15620,50, Self-emp-not-inc, 186565, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr15621,22, Private, 119359, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
tr15622,44, Self-emp-not-inc, 109684, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr15623,32, Private, 169589, Assoc-voc, 11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15624,49, Private, 125421, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
tr15625,31, Private, 500002, 1st-4th, 2, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, Mexico, <=50K
tr15626,33, Private, 224141, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15627,50, Private, 113290, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 15, United-States, <=50K
tr15628,62, ?, 123992, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15629,26, Private, 58098, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 1974, 40, United-States, <=50K
tr15630,46, ?, 37672, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
tr15631,55, Private, 198145, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 40, United-States, >50K
tr15632,49, Federal-gov, 35406, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
tr15633,22, Private, 199419, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr15634,43, Private, 145441, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, >50K
tr15635,58, Private, 238438, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, <=50K
tr15636,48, State-gov, 212954, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
tr15637,21, Private, 56582, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr15638,67, Local-gov, 176931, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
tr15639,39, Self-emp-not-inc, 188571, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15640,52, Federal-gov, 312500, Assoc-voc, 11, Divorced, Farming-fishing, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr15641,25, Private, 278404, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15642,27, Self-emp-not-inc, 114225, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
tr15643,18, Private, 184016, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr15644,41, Local-gov, 183009, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr15645,59, Private, 205759, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr15646,23, Private, 462294, Assoc-acdm, 12, Never-married, Other-service, Own-child, Black, Male, 0, 0, 44, United-States, <=50K
tr15647,42, Private, 102085, HS-grad, 9, Divorced, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr15648,54, Self-emp-not-inc, 83311, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, >50K
tr15649,39, Private, 248694, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
tr15650,57, Local-gov, 190747, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15651,51, Private, 162988, 10th, 6, Divorced, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
tr15652,31, Self-emp-not-inc, 156890, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15653,24, Private, 310380, Some-college, 10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female, 0, 0, 45, United-States, <=50K
tr15654,35, Private, 172186, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15655,26, Private, 311497, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr15656,31, Private, 152156, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr15657,46, Private, 155890, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15658,38, State-gov, 312528, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 37, United-States, <=50K
tr15659,51, Private, 282744, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Canada, <=50K
tr15660,27, Private, 205145, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15661,33, ?, 119918, Bachelors, 13, Never-married, ?, Not-in-family, Black, Male, 0, 0, 45, ?, <=50K
tr15662,22, Private, 401451, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, >50K
tr15663,72, ?, 173427, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, Cuba, <=50K
tr15664,25, Private, 189027, Bachelors, 13, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15665,58, Self-emp-not-inc, 35551, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, >50K
tr15666,23, Private, 42706, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr15667,63, Private, 106910, 5th-6th, 3, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female, 0, 0, 19, Philippines, <=50K
tr15668,23, Private, 53245, 9th, 5, Separated, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15669,75, Private, 71898, Preschool, 1, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 48, Philippines, <=50K
tr15670,52, Private, 222107, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
tr15671,69, Private, 277588, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 10, United-States, <=50K
tr15672,52, Private, 178983, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K
tr15673,40, Federal-gov, 391744, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr15674,34, Private, 418020, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr15675,21, State-gov, 39236, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 8, United-States, <=50K
tr15676,30, Private, 86808, Bachelors, 13, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
tr15677,46, Private, 147640, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 1902, 40, United-States, <=50K
tr15678,21, Private, 184756, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, <=50K
tr15679,44, Private, 191256, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15680,51, State-gov, 105943, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 3908, 0, 40, United-States, <=50K
tr15681,40, Private, 101272, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
tr15682,33, State-gov, 175023, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 37, United-States, <=50K
tr15683,22, Self-emp-not-inc, 357612, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr15684,23, Private, 82777, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr15685,75, Self-emp-not-inc, 218521, Some-college, 10, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr15686,55, Private, 179534, 11th, 7, Widowed, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr15687,24, ?, 33339, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr15688,45, Private, 148549, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 27828, 0, 56, United-States, >50K
tr15689,31, Private, 198069, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States, <=50K
tr15690,49, Private, 236586, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15691,61, Private, 160942, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 50, United-States, <=50K
tr15692,44, Private, 107584, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3908, 0, 50, United-States, <=50K
tr15693,28, Local-gov, 251854, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr15694,79, ?, 163140, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15695,51, Private, 302579, HS-grad, 9, Divorced, Other-service, Other-relative, Black, Female, 0, 0, 30, United-States, <=50K
tr15696,44, Self-emp-inc, 64632, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr15697,24, Private, 83141, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15698,46, Self-emp-inc, 326048, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15699,36, Private, 83471, HS-grad, 9, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 20, United-States, <=50K
tr15700,23, Private, 170070, 12th, 8, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
tr15701,25, Private, 207875, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr15702,48, Private, 119722, Some-college, 10, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 8, United-States, <=50K
tr15703,18, Private, 335665, 11th, 7, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 24, United-States, <=50K
tr15704,25, Private, 212522, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
tr15705,19, Private, 42069, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 2176, 0, 45, United-States, <=50K
tr15706,26, ?, 131777, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 2002, 40, United-States, <=50K
tr15707,33, Private, 236396, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 35, United-States, <=50K
tr15708,42, Private, 159911, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr15709,22, Private, 133833, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr15710,36, Private, 226947, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15711,33, Private, 174201, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15712,34, Self-emp-not-inc, 49707, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, <=50K
tr15713,33, Private, 201988, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr15714,62, Self-emp-not-inc, 162347, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 15, United-States, >50K
tr15715,30, Private, 182833, Some-college, 10, Never-married, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
tr15716,22, Private, 383603, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr15717,34, Private, 70466, Assoc-voc, 11, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15718,43, Private, 184846, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 60, United-States, <=50K
tr15719,25, Private, 176756, Bachelors, 13, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr15720,35, Private, 112512, HS-grad, 9, Widowed, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr15721,28, Private, 137296, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr15722,28, Private, 37821, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
tr15723,40, Private, 408717, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr15724,35, Private, 255635, 9th, 5, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, <=50K
tr15725,48, Self-emp-not-inc, 177783, 7th-8th, 4, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr15726,63, Self-emp-not-inc, 179400, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 2290, 0, 20, United-States, <=50K
tr15727,31, Private, 240283, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
tr15728,36, Private, 410034, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr15729,39, Private, 180667, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15730,24, Private, 196332, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
tr15731,32, Local-gov, 159187, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr15732,46, Private, 225065, Preschool, 1, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, Mexico, <=50K
tr15733,19, Private, 178147, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K
tr15734,30, Private, 272669, Some-college, 10, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
tr15735,35, Private, 347491, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15736,23, ?, 146399, Bachelors, 13, Never-married, ?, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
tr15737,33, Private, 75167, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K
tr15738,25, Private, 133373, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr15739,18, Private, 96483, HS-grad, 9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, 0, 0, 20, United-States, <=50K
tr15740,59, Private, 368005, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr15741,45, State-gov, 36032, HS-grad, 9, Divorced, Protective-serv, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr15742,30, Private, 174215, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
